online_customer_id,first_name,last_name,email,phone,city,loyalty_member_id,online_order_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id,time_range
10245,Angela,Peters,angela.peters@example.com,009-968-8143,Jasonhaven,3005.0,81524,2024-03-01 21:47:00,Completed,Mobile App,Delivery,,2.75,0.36,Card,844,18:00-24:00
10245,Angela,Peters,angela.peters@example.com,009-968-8143,Jasonhaven,3005.0,81692,2024-03-22 19:41:00,Placed,Mobile App,Delivery,,1.99,0.62,Mobile Wallet,354,18:00-24:00
10245,Angela,Peters,angela.peters@example.com,009-968-8143,Jasonhaven,3005.0,81845,2024-03-27 16:40:00,Preparing,Mobile App,Pickup,1.0,0.0,0.39,Mobile Wallet,561,12:00-18:00
10245,Angela,Peters,angela.peters@example.com,009-968-8143,Jasonhaven,3005.0,81856,2024-03-19 13:03:00,Placed,Web,Delivery,,1.7,0.75,Mobile Wallet,544,12:00-18:00
10246,Douglas,White,douglas.white@example.com,+1-431-290-8781x414,East Jessicafort,3004.0,80273,2024-03-27 21:18:00,Preparing,Mobile App,Delivery,,1.07,0.09,Mobile Wallet,303,18:00-24:00
10246,Douglas,White,douglas.white@example.com,+1-431-290-8781x414,East Jessicafort,3004.0,80579,2024-03-17 12:01:00,Preparing,Mobile App,Pickup,3.0,0.0,1.78,Mobile Wallet,789,12:00-18:00
10246,Douglas,White,douglas.white@example.com,+1-431-290-8781x414,East Jessicafort,3004.0,80970,2024-03-14 23:44:00,Completed,Mobile App,Pickup,2.0,0.0,0.31,Card,842,18:00-24:00
10246,Douglas,White,douglas.white@example.com,+1-431-290-8781x414,East Jessicafort,3004.0,81157,2024-03-30 21:10:00,Placed,Web,Delivery,,1.75,1.09,PayPal,627,18:00-24:00
10246,Douglas,White,douglas.white@example.com,+1-431-290-8781x414,East Jessicafort,3004.0,81747,2024-03-16 11:34:00,Cancelled,Mobile App,Pickup,1.0,0.0,0.21,Mobile Wallet,931,06:00-12:00
10247,Stephanie,Howard,stephanie.howard@example.com,+1-314-913-5775x94929,Lindseychester,,80834,2024-03-16 06:01:00,Placed,Mobile App,Delivery,,2.15,1.28,Card,209,06:00-12:00
10248,Gary,Edwards,gary.edwards@example.com,645.257.7754,Arnoldburgh,3004.0,80953,2024-03-08 14:20:00,Completed,Web,Pickup,1.0,0.0,0.58,Mobile Wallet,142,12:00-18:00
10248,Gary,Edwards,gary.edwards@example.com,645.257.7754,Arnoldburgh,3004.0,81076,2024-03-05 04:16:00,Completed,Mobile App,Delivery,,3.13,0.71,Card,480,00:00-06:00
10248,Gary,Edwards,gary.edwards@example.com,645.257.7754,Arnoldburgh,3004.0,81122,2024-03-11 16:36:00,Completed,Mobile App,Delivery,,3.58,1.23,PayPal,380,12:00-18:00
10249,Debbie,Miller,debbie.miller@example.com,283-411-0809x969,North Andrea,3005.0,80058,2024-03-09 21:07:00,Cancelled,Mobile App,Delivery,,2.23,0.98,Mobile Wallet,900,18:00-24:00
10249,Debbie,Miller,debbie.miller@example.com,283-411-0809x969,North Andrea,3005.0,80548,2024-03-14 20:08:00,Preparing,Mobile App,Pickup,,0.0,0.34,PayPal,550,18:00-24:00
10249,Debbie,Miller,debbie.miller@example.com,283-411-0809x969,North Andrea,3005.0,81015,2024-03-22 16:09:00,Placed,Mobile App,Delivery,,2.36,1.09,PayPal,971,12:00-18:00
10249,Debbie,Miller,debbie.miller@example.com,283-411-0809x969,North Andrea,3005.0,81566,2024-03-30 09:25:00,Preparing,Web,Pickup,2.0,0.0,0.59,Card,141,06:00-12:00
10250,Amy,Lutz,amy.lutz@example.com,256.394.2788x1658,Lake Johnburgh,,80270,2024-03-23 20:08:00,Preparing,Mobile App,Pickup,1.0,0.0,0.33,Card,386,18:00-24:00
10250,Amy,Lutz,amy.lutz@example.com,256.394.2788x1658,Lake Johnburgh,,80604,2024-03-26 21:20:00,Cancelled,Mobile App,Delivery,,2.43,1.71,Mobile Wallet,721,18:00-24:00
10250,Amy,Lutz,amy.lutz@example.com,256.394.2788x1658,Lake Johnburgh,,81104,2024-03-14 09:55:00,Placed,Mobile App,Pickup,1.0,0.0,0.08,PayPal,394,06:00-12:00
10250,Amy,Lutz,amy.lutz@example.com,256.394.2788x1658,Lake Johnburgh,,81555,2024-03-17 01:58:00,Placed,Web,Delivery,,3.86,1.41,Mobile Wallet,786,00:00-06:00
10250,Amy,Lutz,amy.lutz@example.com,256.394.2788x1658,Lake Johnburgh,,81710,2024-03-27 18:42:00,Preparing,Mobile App,Pickup,,0.0,0.86,Card,242,18:00-24:00
10251,Katherine,Taylor,katherine.taylor@example.com,(299)275-0373,West Miketon,3003.0,80011,2024-03-25 16:09:00,Placed,Web,Delivery,,3.52,0.15,Mobile Wallet,876,12:00-18:00
10251,Katherine,Taylor,katherine.taylor@example.com,(299)275-0373,West Miketon,3003.0,80528,2024-03-27 22:09:00,Cancelled,Mobile App,Delivery,,1.84,1.46,Mobile Wallet,381,18:00-24:00
10251,Katherine,Taylor,katherine.taylor@example.com,(299)275-0373,West Miketon,3003.0,80900,2024-03-24 14:46:00,Placed,Web,Delivery,,3.9,1.8,Card,383,12:00-18:00
10251,Katherine,Taylor,katherine.taylor@example.com,(299)275-0373,West Miketon,3003.0,81602,2024-03-03 03:39:00,Completed,Mobile App,Delivery,,1.27,0.73,PayPal,894,00:00-06:00
10252,Elizabeth,Holmes,elizabeth.holmes@example.com,(677)005-1844x989,South Desiree,3005.0,80025,2024-03-17 04:38:00,Cancelled,Mobile App,Delivery,,1.56,1.17,PayPal,446,00:00-06:00
10252,Elizabeth,Holmes,elizabeth.holmes@example.com,(677)005-1844x989,South Desiree,3005.0,80128,2024-03-05 02:35:00,Placed,Web,Delivery,,2.8,0.04,PayPal,485,00:00-06:00
10252,Elizabeth,Holmes,elizabeth.holmes@example.com,(677)005-1844x989,South Desiree,3005.0,80336,2024-03-15 14:13:00,Placed,Web,Delivery,,1.15,1.07,Card,251,12:00-18:00
10252,Elizabeth,Holmes,elizabeth.holmes@example.com,(677)005-1844x989,South Desiree,3005.0,80400,2024-03-08 10:53:00,Preparing,Web,Pickup,2.0,0.0,0.06,Card,23,06:00-12:00
10252,Elizabeth,Holmes,elizabeth.holmes@example.com,(677)005-1844x989,South Desiree,3005.0,81583,2024-03-16 21:37:00,Placed,Mobile App,Delivery,,2.53,1.66,PayPal,568,18:00-24:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,80032,2024-03-03 21:06:00,Preparing,Mobile App,Delivery,,1.83,0.6,Card,272,18:00-24:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,80306,2024-03-09 07:44:00,Completed,Mobile App,Pickup,,0.0,0.44,Mobile Wallet,435,06:00-12:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,80754,2024-03-26 02:41:00,Preparing,Web,Delivery,,1.2,0.26,Card,427,00:00-06:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,81069,2024-03-18 21:37:00,Completed,Mobile App,Delivery,,2.48,1.28,Card,33,18:00-24:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,81577,2024-03-24 21:05:00,Cancelled,Mobile App,Pickup,1.0,0.0,1.39,Mobile Wallet,975,18:00-24:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,81766,2024-03-03 16:50:00,Cancelled,Web,Delivery,,2.84,0.78,Mobile Wallet,416,12:00-18:00
10253,Michael,Valdez,michael.valdez@example.com,846-386-5577,New Nicolemouth,,81911,2024-03-30 06:39:00,Completed,Web,Delivery,,2.2,0.37,Mobile Wallet,662,06:00-12:00
10254,Gabriel,Jones,gabriel.jones@example.com,+1-432-225-9136x5177,Clarkburgh,,80085,2024-03-11 23:19:00,Cancelled,Web,Pickup,1.0,0.0,1.06,Card,528,18:00-24:00
10254,Gabriel,Jones,gabriel.jones@example.com,+1-432-225-9136x5177,Clarkburgh,,81164,2024-03-18 09:53:00,Cancelled,Mobile App,Delivery,,1.13,0.41,Card,354,06:00-12:00
10254,Gabriel,Jones,gabriel.jones@example.com,+1-432-225-9136x5177,Clarkburgh,,81240,2024-03-29 11:56:00,Cancelled,Web,Delivery,,3.25,1.09,PayPal,230,06:00-12:00
10254,Gabriel,Jones,gabriel.jones@example.com,+1-432-225-9136x5177,Clarkburgh,,81326,2024-03-21 10:55:00,Preparing,Web,Pickup,3.0,0.0,0.8,Card,520,06:00-12:00
10255,Deborah,Jenkins,deborah.jenkins@example.com,029.922.8092,East Jonathanburgh,3002.0,80176,2024-03-20 01:11:00,Cancelled,Mobile App,Pickup,3.0,0.0,1.47,Mobile Wallet,978,00:00-06:00
10255,Deborah,Jenkins,deborah.jenkins@example.com,029.922.8092,East Jonathanburgh,3002.0,81457,2024-03-08 19:09:00,Placed,Mobile App,Pickup,1.0,0.0,1.12,Card,268,18:00-24:00
10256,Zachary,Sullivan,zachary.sullivan@example.com,001-041-379-7723,Burkeshire,3001.0,80832,2024-03-25 09:39:00,Preparing,Mobile App,Delivery,,3.88,1.2,Mobile Wallet,110,06:00-12:00
10256,Zachary,Sullivan,zachary.sullivan@example.com,001-041-379-7723,Burkeshire,3001.0,81064,2024-03-13 11:44:00,Cancelled,Web,Delivery,,1.37,0.34,PayPal,876,06:00-12:00
10256,Zachary,Sullivan,zachary.sullivan@example.com,001-041-379-7723,Burkeshire,3001.0,81143,2024-03-03 08:13:00,Completed,Web,Delivery,,1.67,1.88,PayPal,977,06:00-12:00
10256,Zachary,Sullivan,zachary.sullivan@example.com,001-041-379-7723,Burkeshire,3001.0,81590,2024-03-21 20:07:00,Cancelled,Web,Pickup,3.0,0.0,1.84,PayPal,742,18:00-24:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,80045,2024-03-16 16:47:00,Placed,Mobile App,Delivery,,1.31,0.83,Card,498,12:00-18:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,80376,2024-03-07 03:18:00,Cancelled,Web,Pickup,2.0,0.0,0.98,Mobile Wallet,958,00:00-06:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,80542,2024-03-22 09:32:00,Completed,Mobile App,Delivery,,2.86,1.6,Mobile Wallet,116,06:00-12:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,80626,2024-03-24 18:07:00,Completed,Mobile App,Delivery,,3.65,0.48,Card,966,18:00-24:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,80740,2024-03-07 11:30:00,Completed,Web,Delivery,,3.35,1.08,PayPal,944,06:00-12:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,81141,2024-03-29 03:32:00,Preparing,Web,Pickup,3.0,0.0,0.88,Mobile Wallet,910,00:00-06:00
10257,Lori,White,lori.white@example.com,+1-842-579-9136x62103,Serranoville,,81816,2024-03-15 07:05:00,Cancelled,Mobile App,Delivery,,1.12,0.87,Card,269,06:00-12:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,80123,2024-03-13 07:23:00,Preparing,Web,Pickup,,0.0,0.64,Card,500,06:00-12:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,80835,2024-03-11 14:04:00,Placed,Web,Delivery,,1.93,1.48,Card,573,12:00-18:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,81112,2024-03-17 02:52:00,Cancelled,Mobile App,Pickup,,0.0,0.84,PayPal,936,00:00-06:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,81329,2024-03-28 06:53:00,Cancelled,Web,Delivery,,1.98,0.5,Mobile Wallet,234,06:00-12:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,81361,2024-03-06 01:45:00,Preparing,Mobile App,Pickup,,0.0,0.01,Mobile Wallet,804,00:00-06:00
10258,Gregory,Valenzuela,gregory.valenzuela@example.com,+1-088-117-2980x686,Nancyhaven,3002.0,81875,2024-03-04 09:58:00,Placed,Web,Delivery,,3.44,0.67,Card,725,06:00-12:00
10259,Roy,Mays,roy.mays@example.com,659.916.2473x1498,Scotttown,3002.0,80013,2024-03-03 18:01:00,Cancelled,Mobile App,Pickup,3.0,0.0,0.03,Mobile Wallet,274,18:00-24:00
10259,Roy,Mays,roy.mays@example.com,659.916.2473x1498,Scotttown,3002.0,80166,2024-03-02 09:22:00,Preparing,Mobile App,Pickup,1.0,0.0,0.98,PayPal,792,06:00-12:00
10259,Roy,Mays,roy.mays@example.com,659.916.2473x1498,Scotttown,3002.0,80616,2024-03-25 13:46:00,Completed,Web,Pickup,,0.0,0.83,PayPal,960,12:00-18:00
10259,Roy,Mays,roy.mays@example.com,659.916.2473x1498,Scotttown,3002.0,81040,2024-03-29 17:42:00,Cancelled,Mobile App,Delivery,,3.51,0.32,PayPal,680,12:00-18:00
10259,Roy,Mays,roy.mays@example.com,659.916.2473x1498,Scotttown,3002.0,81731,2024-03-25 01:31:00,Preparing,Mobile App,Pickup,,0.0,1.54,Mobile Wallet,194,00:00-06:00
10260,Jenna,Clarke,jenna.clarke@example.com,001-818-063-5651,South Denise,3004.0,80041,2024-03-17 08:42:00,Placed,Web,Pickup,1.0,0.0,1.54,Mobile Wallet,746,06:00-12:00
10260,Jenna,Clarke,jenna.clarke@example.com,001-818-063-5651,South Denise,3004.0,80427,2024-03-06 04:20:00,Completed,Mobile App,Pickup,1.0,0.0,0.79,Mobile Wallet,246,00:00-06:00
10260,Jenna,Clarke,jenna.clarke@example.com,001-818-063-5651,South Denise,3004.0,81218,2024-03-19 14:44:00,Placed,Mobile App,Delivery,,1.78,0.64,PayPal,586,12:00-18:00
10260,Jenna,Clarke,jenna.clarke@example.com,001-818-063-5651,South Denise,3004.0,81472,2024-03-21 06:10:00,Placed,Web,Delivery,,3.81,1.78,Card,769,06:00-12:00
10260,Jenna,Clarke,jenna.clarke@example.com,001-818-063-5651,South Denise,3004.0,81858,2024-03-14 04:02:00,Completed,Web,Pickup,1.0,0.0,1.87,Mobile Wallet,704,00:00-06:00
10261,Jon,Wyatt,jon.wyatt@example.com,(959)463-6887x25887,Vanessashire,3005.0,80387,2024-03-15 08:33:00,Cancelled,Web,Delivery,,1.56,1.0,PayPal,489,06:00-12:00
10261,Jon,Wyatt,jon.wyatt@example.com,(959)463-6887x25887,Vanessashire,3005.0,81484,2024-03-10 18:17:00,Placed,Mobile App,Pickup,1.0,0.0,1.9,Card,880,18:00-24:00
10261,Jon,Wyatt,jon.wyatt@example.com,(959)463-6887x25887,Vanessashire,3005.0,81781,2024-03-05 23:57:00,Completed,Mobile App,Delivery,,2.57,1.38,PayPal,780,18:00-24:00
10261,Jon,Wyatt,jon.wyatt@example.com,(959)463-6887x25887,Vanessashire,3005.0,81807,2024-03-11 23:46:00,Placed,Mobile App,Delivery,,2.58,0.19,PayPal,212,18:00-24:00
10261,Jon,Wyatt,jon.wyatt@example.com,(959)463-6887x25887,Vanessashire,3005.0,81853,2024-03-20 20:29:00,Placed,Mobile App,Delivery,,2.88,0.97,Mobile Wallet,713,18:00-24:00
10262,Maxwell,Thornton,maxwell.thornton@example.com,001-213-721-3865x8902,Oconnelltown,3003.0,80293,2024-03-28 23:57:00,Preparing,Web,Delivery,,2.08,1.31,Card,685,18:00-24:00
10262,Maxwell,Thornton,maxwell.thornton@example.com,001-213-721-3865x8902,Oconnelltown,3003.0,80972,2024-03-01 01:19:00,Preparing,Web,Pickup,2.0,0.0,0.45,PayPal,746,00:00-06:00
10263,Linda,Morrow,linda.morrow@example.com,961.143.5190x6698,Jenniferton,,80685,2024-03-03 18:18:00,Placed,Mobile App,Pickup,2.0,0.0,1.15,Mobile Wallet,215,18:00-24:00
10263,Linda,Morrow,linda.morrow@example.com,961.143.5190x6698,Jenniferton,,81129,2024-03-08 22:35:00,Preparing,Mobile App,Delivery,,2.97,1.13,PayPal,833,18:00-24:00
10264,Sonya,Wilkins,sonya.wilkins@example.com,+1-770-384-3098x8392,West Johntown,3002.0,80271,2024-03-07 20:06:00,Preparing,Web,Pickup,2.0,0.0,0.72,Mobile Wallet,371,18:00-24:00
10264,Sonya,Wilkins,sonya.wilkins@example.com,+1-770-384-3098x8392,West Johntown,3002.0,81312,2024-03-03 05:20:00,Completed,Mobile App,Delivery,,1.65,1.87,PayPal,868,00:00-06:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,80269,2024-03-11 03:27:00,Cancelled,Mobile App,Pickup,,0.0,1.63,PayPal,991,00:00-06:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,80275,2024-03-13 21:36:00,Placed,Web,Pickup,1.0,0.0,0.9,PayPal,852,18:00-24:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,80314,2024-03-14 15:43:00,Completed,Web,Pickup,,0.0,0.8,Mobile Wallet,696,12:00-18:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,80334,2024-03-30 12:17:00,Completed,Mobile App,Pickup,3.0,0.0,0.38,Card,47,12:00-18:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,81267,2024-03-19 08:22:00,Cancelled,Web,Delivery,,1.19,1.65,Mobile Wallet,485,06:00-12:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,81646,2024-03-12 10:48:00,Completed,Mobile App,Delivery,,3.62,1.19,Card,565,06:00-12:00
10265,Theresa,Miller,theresa.miller@example.com,656-693-8011x848,Michaelview,3004.0,81673,2024-03-02 15:38:00,Cancelled,Mobile App,Delivery,,1.14,0.46,Mobile Wallet,100,12:00-18:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,80044,2024-03-21 06:54:00,Completed,Mobile App,Delivery,,2.39,1.36,Mobile Wallet,554,06:00-12:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,80717,2024-03-27 14:12:00,Cancelled,Mobile App,Pickup,3.0,0.0,1.99,Mobile Wallet,427,12:00-18:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,80773,2024-03-03 14:36:00,Preparing,Web,Delivery,,2.27,0.39,Card,703,12:00-18:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,81051,2024-03-10 20:15:00,Completed,Web,Delivery,,3.7,0.06,Card,100,18:00-24:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,81400,2024-03-07 09:09:00,Cancelled,Web,Delivery,,1.18,1.6,Mobile Wallet,321,06:00-12:00
10266,Jeremy,Mccarty,jeremy.mccarty@example.com,690.426.8181x845,Port Williamview,,81495,2024-03-22 08:13:00,Cancelled,Web,Delivery,,1.33,0.08,PayPal,746,06:00-12:00
10267,Nancy,Li,nancy.li@example.com,001-476-973-5779,South Darrenland,3005.0,80284,2024-03-18 01:37:00,Preparing,Mobile App,Delivery,,2.23,0.21,PayPal,55,00:00-06:00
10267,Nancy,Li,nancy.li@example.com,001-476-973-5779,South Darrenland,3005.0,80838,2024-03-02 01:52:00,Preparing,Mobile App,Pickup,3.0,0.0,0.69,Card,564,00:00-06:00
10267,Nancy,Li,nancy.li@example.com,001-476-973-5779,South Darrenland,3005.0,81429,2024-03-29 14:32:00,Cancelled,Web,Pickup,1.0,0.0,1.32,PayPal,605,12:00-18:00
10267,Nancy,Li,nancy.li@example.com,001-476-973-5779,South Darrenland,3005.0,81694,2024-03-21 09:43:00,Cancelled,Mobile App,Pickup,1.0,0.0,1.6,PayPal,848,06:00-12:00
10268,Patrick,Kramer,patrick.kramer@example.com,356.588.0434,South Emilymouth,3003.0,80580,2024-03-14 20:47:00,Placed,Web,Pickup,2.0,0.0,0.44,Mobile Wallet,322,18:00-24:00
10268,Patrick,Kramer,patrick.kramer@example.com,356.588.0434,South Emilymouth,3003.0,80721,2024-03-06 08:36:00,Completed,Mobile App,Delivery,,3.97,0.61,PayPal,536,06:00-12:00
10268,Patrick,Kramer,patrick.kramer@example.com,356.588.0434,South Emilymouth,3003.0,80993,2024-03-10 15:24:00,Cancelled,Web,Pickup,2.0,0.0,0.44,Card,860,12:00-18:00
10268,Patrick,Kramer,patrick.kramer@example.com,356.588.0434,South Emilymouth,3003.0,81342,2024-03-11 01:24:00,Completed,Mobile App,Pickup,1.0,0.0,1.43,PayPal,535,00:00-06:00
10268,Patrick,Kramer,patrick.kramer@example.com,356.588.0434,South Emilymouth,3003.0,81354,2024-03-10 10:53:00,Preparing,Web,Pickup,1.0,0.0,1.17,Mobile Wallet,711,06:00-12:00
10269,Charles,Velazquez,charles.velazquez@example.com,553.942.3733x3433,Port John,,80411,2024-03-18 05:37:00,Cancelled,Web,Pickup,2.0,0.0,1.54,PayPal,35,00:00-06:00
10269,Charles,Velazquez,charles.velazquez@example.com,553.942.3733x3433,Port John,,80943,2024-03-11 02:14:00,Completed,Mobile App,Pickup,2.0,0.0,0.96,Mobile Wallet,971,00:00-06:00
10269,Charles,Velazquez,charles.velazquez@example.com,553.942.3733x3433,Port John,,81629,2024-03-20 01:14:00,Cancelled,Web,Pickup,1.0,0.0,0.56,Mobile Wallet,329,00:00-06:00
10270,Christine,Moore,christine.moore@example.com,117-908-0759,Travisshire,3005.0,80016,2024-03-13 03:59:00,Cancelled,Web,Pickup,3.0,0.0,0.75,PayPal,33,00:00-06:00
10270,Christine,Moore,christine.moore@example.com,117-908-0759,Travisshire,3005.0,80237,2024-03-09 08:50:00,Placed,Web,Delivery,,2.25,1.07,Card,465,06:00-12:00
10270,Christine,Moore,christine.moore@example.com,117-908-0759,Travisshire,3005.0,81062,2024-03-05 16:24:00,Completed,Web,Delivery,,2.72,1.29,Mobile Wallet,566,12:00-18:00
10270,Christine,Moore,christine.moore@example.com,117-908-0759,Travisshire,3005.0,81944,2024-03-08 20:49:00,Placed,Web,Delivery,,1.57,0.13,Card,885,18:00-24:00
10271,Misty,Henry,misty.henry@example.com,001-846-392-0867x80856,South Tiffany,3001.0,80422,2024-03-23 00:17:00,Completed,Mobile App,Delivery,,2.83,0.63,Mobile Wallet,380,00:00-06:00
10271,Misty,Henry,misty.henry@example.com,001-846-392-0867x80856,South Tiffany,3001.0,80914,2024-03-26 02:25:00,Completed,Web,Pickup,3.0,0.0,1.79,Card,753,00:00-06:00
10271,Misty,Henry,misty.henry@example.com,001-846-392-0867x80856,South Tiffany,3001.0,81075,2024-03-27 07:12:00,Cancelled,Mobile App,Delivery,,3.93,0.64,Mobile Wallet,697,06:00-12:00
10271,Misty,Henry,misty.henry@example.com,001-846-392-0867x80856,South Tiffany,3001.0,81501,2024-03-07 12:35:00,Completed,Web,Pickup,2.0,0.0,0.22,Card,488,12:00-18:00
10271,Misty,Henry,misty.henry@example.com,001-846-392-0867x80856,South Tiffany,3001.0,81563,2024-03-28 10:11:00,Completed,Web,Pickup,,0.0,0.9,Card,774,06:00-12:00
10272,Helen,Stevens,helen.stevens@example.com,001-003-691-5594x284,West Thomas,3005.0,80239,2024-03-06 05:18:00,Completed,Mobile App,Pickup,1.0,0.0,0.48,Mobile Wallet,633,00:00-06:00
10273,Christie,Diaz,christie.diaz@example.com,636.556.4729x2931,Lindaside,3002.0,81327,2024-03-30 20:44:00,Preparing,Web,Pickup,,0.0,0.77,Mobile Wallet,18,18:00-24:00
10273,Christie,Diaz,christie.diaz@example.com,636.556.4729x2931,Lindaside,3002.0,81478,2024-03-13 20:37:00,Completed,Web,Pickup,2.0,0.0,0.9,Card,511,18:00-24:00
10274,Ryan,James,ryan.james@example.com,(270)267-2885,Evansside,3003.0,80243,2024-03-29 12:46:00,Placed,Web,Delivery,,3.01,1.55,Mobile Wallet,405,12:00-18:00
10274,Ryan,James,ryan.james@example.com,(270)267-2885,Evansside,3003.0,81805,2024-03-26 11:44:00,Cancelled,Mobile App,Delivery,,3.73,1.16,Mobile Wallet,303,06:00-12:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,80002,2024-03-03 08:17:00,Completed,Mobile App,Delivery,,3.02,1.21,Card,755,06:00-12:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,80089,2024-03-13 15:04:00,Placed,Mobile App,Delivery,,1.24,1.84,Card,436,12:00-18:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,80090,2024-03-27 16:32:00,Placed,Mobile App,Pickup,,0.0,1.4,Mobile Wallet,256,12:00-18:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,80111,2024-03-21 13:36:00,Completed,Mobile App,Pickup,2.0,0.0,0.53,Card,971,12:00-18:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,81221,2024-03-29 10:58:00,Placed,Mobile App,Delivery,,1.39,1.08,Mobile Wallet,483,06:00-12:00
10275,Michele,Williams,michele.williams@example.com,203-471-7545,Annview,3005.0,81657,2024-03-05 08:44:00,Cancelled,Web,Pickup,2.0,0.0,0.08,Mobile Wallet,32,06:00-12:00
10276,Maurice,Jenkins,maurice.jenkins@example.com,(939)982-4558x771,Austinmouth,3002.0,80816,2024-03-10 21:18:00,Cancelled,Mobile App,Pickup,1.0,0.0,1.98,Mobile Wallet,265,18:00-24:00
10276,Maurice,Jenkins,maurice.jenkins@example.com,(939)982-4558x771,Austinmouth,3002.0,80982,2024-03-18 12:06:00,Placed,Mobile App,Pickup,2.0,0.0,1.05,Mobile Wallet,513,12:00-18:00
10277,Crystal,Thomas,crystal.thomas@example.com,(569)961-1253,Loganport,3002.0,80280,2024-03-30 13:08:00,Cancelled,Mobile App,Delivery,,2.11,0.09,Mobile Wallet,894,12:00-18:00
10277,Crystal,Thomas,crystal.thomas@example.com,(569)961-1253,Loganport,3002.0,80443,2024-03-06 22:04:00,Placed,Mobile App,Pickup,1.0,0.0,1.81,Card,250,18:00-24:00
10277,Crystal,Thomas,crystal.thomas@example.com,(569)961-1253,Loganport,3002.0,80497,2024-03-01 03:36:00,Cancelled,Mobile App,Delivery,,1.36,1.07,PayPal,87,00:00-06:00
10277,Crystal,Thomas,crystal.thomas@example.com,(569)961-1253,Loganport,3002.0,80839,2024-03-12 07:15:00,Preparing,Mobile App,Delivery,,2.56,0.37,Mobile Wallet,149,06:00-12:00
10278,Jennifer,Jacobs,jennifer.jacobs@example.com,(475)987-6220x2341,East Randy,3003.0,80062,2024-03-21 02:05:00,Preparing,Mobile App,Delivery,,1.31,1.66,Card,790,00:00-06:00
10278,Jennifer,Jacobs,jennifer.jacobs@example.com,(475)987-6220x2341,East Randy,3003.0,80394,2024-03-07 06:51:00,Completed,Web,Delivery,,2.29,1.82,Card,681,06:00-12:00
10278,Jennifer,Jacobs,jennifer.jacobs@example.com,(475)987-6220x2341,East Randy,3003.0,80601,2024-03-02 10:30:00,Cancelled,Web,Pickup,1.0,0.0,0.77,PayPal,247,06:00-12:00
10278,Jennifer,Jacobs,jennifer.jacobs@example.com,(475)987-6220x2341,East Randy,3003.0,81305,2024-03-14 08:17:00,Completed,Mobile App,Pickup,2.0,0.0,0.04,PayPal,833,06:00-12:00
