loyalty_member_id,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing,points_txn_id,source_system,source_reference,activity_type,points,activity_datetime
3098,30/10/2024,Emma,Green,emma.green@gmail.com,26/08/1982,Prefer not to say,1,True,70979,ONLINE,93200,Earn,14,28/01/2024 05:23
3098,30/10/2024,Emma,Green,emma.green@gmail.com,26/08/1982,Prefer not to say,1,True,71025,ONLINE,92635,Earn,12,15/02/2024 07:43
3098,30/10/2024,Emma,Green,emma.green@gmail.com,26/08/1982,Prefer not to say,1,True,71708,ONLINE,83819,Redeem,-22,22/04/2024 09:02
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,70319,POS,85221,Earn,28,10/02/2024 21:01
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,70563,POS,89091,Redeem,-33,29/03/2024 14:17
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,70829,ONLINE,86518,Redeem,-87,15/02/2024 04:34
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,71281,ONLINE,85463,Adjust,10,23/01/2024 01:32
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,71380,ONLINE,85756,Redeem,-11,21/02/2024 19:39
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,71494,POS,88763,Redeem,-91,07/03/2024 01:20
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,71521,ONLINE,81196,Adjust,7,18/04/2024 17:11
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,True,71846,ONLINE,84182,Adjust,-10,05/02/2024 08:35
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70050,ONLINE,91412,Redeem,-68,21/02/2024 22:16
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70517,POS,80085,Redeem,-56,20/01/2024 09:31
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70522,POS,91228,Earn,40,14/02/2024 04:33
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70558,POS,85700,Adjust,5,16/04/2024 20:39
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70673,POS,89707,Redeem,-32,02/02/2024 01:23
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70869,POS,90509,Adjust,-13,07/04/2024 08:43
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,70941,POS,87727,Adjust,-20,17/01/2024 13:58
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,True,71323,POS,90355,Redeem,-27,24/03/2024 07:53
3101,31/08/2021,Ethan,Baker,ethan.baker@example.com,20/09/1999,Prefer not to say,2,True,71279,ONLINE,87833,Adjust,-20,03/04/2024 19:44
3101,31/08/2021,Ethan,Baker,ethan.baker@example.com,20/09/1999,Prefer not to say,2,True,71611,POS,94786,Earn,47,26/04/2024 18:36
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,70223,POS,87451,Earn,21,07/04/2024 16:19
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,70234,ONLINE,81501,Redeem,-34,23/01/2024 05:43
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,70277,POS,87532,Adjust,-18,20/03/2024 09:52
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,70594,ONLINE,90739,Adjust,-1,12/02/2024 14:59
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,70936,ONLINE,82928,Earn,31,10/04/2024 12:10
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71133,POS,86921,Redeem,-46,24/03/2024 23:39
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71568,ONLINE,87539,Earn,5,01/02/2024 06:19
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71762,ONLINE,83829,Earn,19,08/02/2024 04:57
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71844,ONLINE,85043,Adjust,3,10/03/2024 21:53
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71858,POS,93375,Adjust,-1,02/01/2024 04:03
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,True,71895,ONLINE,82370,Earn,39,24/03/2024 20:24
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,70392,POS,85939,Earn,41,12/04/2024 06:36
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,70435,POS,87822,Adjust,-14,03/02/2024 15:19
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,70538,POS,92955,Adjust,12,17/03/2024 03:35
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71433,POS,81060,Adjust,17,19/01/2024 12:25
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71511,ONLINE,82445,Adjust,7,19/04/2024 07:09
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71581,ONLINE,83799,Redeem,-75,17/04/2024 14:17
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71613,ONLINE,94896,Adjust,15,25/02/2024 09:36
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71746,POS,83394,Adjust,17,28/04/2024 06:44
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71783,ONLINE,94914,Adjust,-5,05/04/2024 17:30
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71812,ONLINE,83485,Adjust,0,03/01/2024 04:20
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,False,71872,ONLINE,94304,Redeem,-88,11/01/2024 10:05
3104,07/03/2020,Noah,Young,noah.young@example.com,16/02/1986,F,2,False,70044,POS,83139,Adjust,1,20/01/2024 21:24
3104,07/03/2020,Noah,Young,noah.young@example.com,16/02/1986,F,2,False,71615,ONLINE,91427,Redeem,-92,07/02/2024 08:14
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,70042,ONLINE,85804,Earn,11,18/01/2024 15:29
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,70139,ONLINE,90582,Redeem,-81,13/02/2024 17:59
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,70173,POS,85403,Redeem,-51,20/01/2024 01:00
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,70638,ONLINE,90419,Earn,19,08/04/2024 14:02
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,70731,ONLINE,93451,Adjust,11,04/04/2024 00:37
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,71149,POS,84009,Redeem,-20,19/04/2024 10:45
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,71429,POS,94659,Redeem,-64,04/02/2024 08:48
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,71489,ONLINE,88740,Redeem,-85,11/01/2024 04:20
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,71694,ONLINE,88119,Redeem,-25,04/04/2024 08:27
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,True,71864,POS,94227,Redeem,-90,23/04/2024 16:08
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70174,ONLINE,93329,Adjust,11,22/02/2024 11:14
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70365,POS,85194,Redeem,-83,14/01/2024 10:13
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70723,ONLINE,89372,Redeem,-59,29/04/2024 04:48
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70803,ONLINE,90731,Redeem,-15,12/01/2024 12:43
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70914,POS,89396,Earn,20,08/01/2024 20:30
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70920,POS,90210,Adjust,-11,16/04/2024 01:37
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,70986,POS,89451,Earn,27,20/04/2024 05:48
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,71007,POS,80001,Redeem,-29,25/02/2024 06:19
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,71179,ONLINE,87404,Earn,36,13/02/2024 06:16
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,71476,POS,84201,Redeem,-46,27/04/2024 14:36
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,71499,POS,91443,Redeem,-64,19/01/2024 06:38
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,True,71876,ONLINE,80272,Adjust,-8,01/01/2024 13:40
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70109,ONLINE,86812,Redeem,-52,08/04/2024 18:42
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70231,ONLINE,84583,Adjust,-14,30/03/2024 01:59
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70252,ONLINE,85120,Adjust,-14,26/02/2024 21:32
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70318,ONLINE,83862,Earn,30,01/04/2024 09:18
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70471,ONLINE,83012,Redeem,-29,24/02/2024 14:13
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70631,POS,89364,Adjust,0,19/02/2024 09:08
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70721,POS,81730,Earn,14,13/04/2024 03:29
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70800,ONLINE,82969,Adjust,10,13/04/2024 13:45
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,70843,POS,80212,Adjust,0,10/04/2024 12:16
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,71508,ONLINE,93675,Redeem,-33,12/03/2024 15:12
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,71592,POS,89123,Redeem,-48,12/02/2024 17:30
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,71826,POS,93876,Adjust,-2,05/01/2024 07:31
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,False,71860,POS,82890,Adjust,-2,19/03/2024 10:50
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,70130,ONLINE,90413,Redeem,-23,19/03/2024 22:05
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,70266,ONLINE,85105,Redeem,-53,29/01/2024 15:43
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,70525,ONLINE,84123,Redeem,-71,15/01/2024 00:04
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,70783,ONLINE,90203,Adjust,-14,04/04/2024 17:15
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,70976,ONLINE,84581,Adjust,3,07/03/2024 11:03
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,71310,POS,81925,Earn,40,12/02/2024 21:31
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,71696,POS,86420,Adjust,8,27/02/2024 13:40
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,71714,POS,83983,Redeem,-89,21/03/2024 22:35
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,False,71995,POS,80669,Earn,25,09/01/2024 15:46
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,70003,POS,83811,Earn,6,18/01/2024 01:21
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,70043,POS,80993,Redeem,-69,10/01/2024 20:40
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,70537,ONLINE,89539,Redeem,-19,22/03/2024 18:00
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,71621,ONLINE,84255,Adjust,-13,11/01/2024 21:54
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,71629,ONLINE,81279,Earn,35,09/02/2024 02:24
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,71667,POS,93314,Adjust,8,08/01/2024 14:35
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,71903,ONLINE,86407,Adjust,10,04/03/2024 09:46
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,False,71962,ONLINE,81855,Redeem,-58,01/02/2024 00:51
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,70587,ONLINE,93571,Earn,36,18/02/2024 21:15
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,70605,ONLINE,90561,Redeem,-27,15/02/2024 02:35
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,70624,ONLINE,91670,Redeem,-77,12/01/2024 15:03
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,70768,ONLINE,80076,Redeem,-64,27/03/2024 21:47
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71157,ONLINE,82204,Adjust,-16,23/02/2024 07:24
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71270,POS,92791,Adjust,0,16/02/2024 20:19
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71341,POS,92905,Redeem,-99,21/04/2024 12:03
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71608,ONLINE,80487,Redeem,-62,24/03/2024 12:19
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71693,ONLINE,93833,Adjust,-17,28/02/2024 19:12
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71822,POS,82253,Earn,44,15/01/2024 10:51
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71879,ONLINE,84814,Redeem,-94,19/01/2024 06:53
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,True,71990,POS,94161,Earn,44,06/02/2024 08:15
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,70168,ONLINE,80423,Adjust,0,19/04/2024 21:39
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,70271,ONLINE,88633,Earn,23,17/04/2024 23:26
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,71083,POS,85507,Redeem,-60,27/01/2024 22:40
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,71258,ONLINE,84375,Adjust,-3,01/03/2024 23:29
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,71550,POS,85882,Adjust,-1,19/04/2024 20:47
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,False,71595,POS,89207,Earn,44,11/02/2024 06:25
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70133,ONLINE,93954,Adjust,17,18/02/2024 20:38
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70172,ONLINE,85700,Adjust,11,17/01/2024 14:38
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70281,ONLINE,88584,Earn,20,20/03/2024 07:29
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70317,ONLINE,80436,Earn,19,23/03/2024 03:00
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70619,POS,85067,Earn,34,21/04/2024 11:09
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,70717,ONLINE,85238,Earn,45,27/01/2024 22:05
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71210,POS,82835,Adjust,1,09/04/2024 03:04
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71256,ONLINE,91116,Earn,23,22/03/2024 16:55
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71280,POS,80054,Redeem,-18,08/04/2024 07:51
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71322,ONLINE,82917,Earn,18,20/04/2024 22:39
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71463,POS,93768,Earn,36,25/04/2024 16:17
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71475,POS,93860,Redeem,-50,12/01/2024 17:29
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71557,POS,82093,Earn,35,24/02/2024 16:26
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71716,POS,82415,Adjust,2,26/02/2024 15:36
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,False,71912,POS,80556,Earn,45,14/03/2024 13:04
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,70180,POS,90322,Adjust,11,23/01/2024 02:31
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,70296,POS,85962,Redeem,-77,05/04/2024 03:55
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,70310,POS,87277,Earn,31,07/03/2024 07:38
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,70873,ONLINE,82561,Redeem,-60,06/01/2024 14:39
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,71038,ONLINE,85868,Adjust,-8,04/01/2024 21:17
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,71040,ONLINE,83109,Adjust,-2,08/04/2024 19:14
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,71190,POS,82580,Adjust,-13,19/02/2024 15:14
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,71765,ONLINE,82276,Redeem,-81,06/01/2024 11:31
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,True,71974,ONLINE,80095,Earn,13,05/03/2024 09:30
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,70270,POS,85655,Redeem,-44,09/02/2024 05:50
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,70289,POS,85766,Adjust,-1,20/02/2024 00:04
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,70353,ONLINE,86521,Earn,41,26/01/2024 01:35
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,70781,ONLINE,87772,Redeem,-25,09/04/2024 15:06
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,70956,POS,92410,Redeem,-82,29/03/2024 01:00
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71003,POS,89680,Earn,49,08/04/2024 04:11
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71026,ONLINE,92047,Earn,7,06/02/2024 06:13
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71213,POS,89801,Earn,24,14/03/2024 20:56
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71356,POS,81031,Adjust,-19,23/02/2024 01:39
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71382,ONLINE,82683,Adjust,6,21/03/2024 13:19
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71409,POS,91630,Adjust,13,03/03/2024 06:25
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71609,POS,81389,Earn,5,04/04/2024 04:19
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71646,POS,94187,Adjust,-3,27/04/2024 14:03
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,True,71754,POS,85883,Earn,21,27/04/2024 11:35
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,70347,ONLINE,84498,Earn,27,21/04/2024 22:19
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,70437,POS,84285,Redeem,-52,24/02/2024 23:13
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,70890,POS,82879,Redeem,-49,29/03/2024 15:36
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71248,POS,87944,Redeem,-32,17/02/2024 13:25
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71277,POS,80619,Earn,36,28/01/2024 02:21
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71377,ONLINE,83185,Adjust,-15,03/04/2024 04:02
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71552,ONLINE,81478,Redeem,-70,18/02/2024 21:00
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71644,ONLINE,86344,Earn,25,17/01/2024 06:13
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71882,POS,83987,Earn,35,08/04/2024 10:12
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,False,71960,POS,82864,Earn,48,05/04/2024 07:16
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70251,ONLINE,86532,Earn,31,02/03/2024 16:48
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70565,POS,87939,Adjust,-17,06/03/2024 08:39
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70583,ONLINE,88447,Earn,45,17/01/2024 22:44
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70649,POS,88780,Redeem,-50,15/03/2024 00:04
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70818,POS,80035,Earn,11,29/04/2024 22:49
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70868,ONLINE,80276,Adjust,5,19/03/2024 19:54
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,70977,POS,93339,Earn,41,24/01/2024 20:57
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,71067,POS,84660,Redeem,-60,01/01/2024 00:51
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,False,71752,ONLINE,93181,Redeem,-65,15/03/2024 10:44
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,70013,ONLINE,85820,Adjust,3,30/01/2024 14:38
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,70027,POS,88317,Earn,21,01/04/2024 03:05
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,70442,ONLINE,91500,Adjust,18,09/03/2024 00:23
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,70547,ONLINE,87801,Earn,38,28/03/2024 21:56
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,70591,POS,94453,Earn,32,06/02/2024 19:56
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,71017,ONLINE,83076,Adjust,8,19/02/2024 12:58
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,False,71936,POS,88780,Earn,21,18/03/2024 10:21
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,False,70131,POS,92022,Adjust,-11,20/03/2024 06:40
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,False,70388,ONLINE,80797,Earn,18,16/04/2024 04:40
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,False,70500,ONLINE,91207,Adjust,-5,11/02/2024 02:47
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,False,70570,POS,89383,Adjust,11,10/04/2024 01:47
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,False,71061,POS,92983,Adjust,7,19/01/2024 22:49
